ID операции,Дата,ID магазина,Артикул,"Количество упаковок, шт",Тип операции
219,9/1/2023,M12,39,400,Поступление
220,9/1/2023,M12,40,400,Поступление
221,9/1/2023,M12,41,400,Поступление
222,9/1/2023,M12,42,400,Поступление
223,9/1/2023,M12,43,400,Поступление
224,9/1/2023,M12,44,400,Поступление
225,9/1/2023,M12,45,400,Поступление
226,9/1/2023,M12,46,400,Поступление
227,9/1/2023,M12,47,400,Поступление
228,9/1/2023,M12,48,400,Поступление
229,9/1/2023,M12,49,400,Поступление
230,9/1/2023,M12,50,400,Поступление
231,9/1/2023,M12,51,400,Поступление
232,9/1/2023,M12,52,400,Поступление
233,9/1/2023,M12,53,400,Поступление
234,9/1/2023,M12,54,400,Поступление
235,9/1/2023,M12,55,400,Поступление
236,9/1/2023,M12,56,400,Поступление
237,9/1/2023,M12,57,400,Поступление
238,9/1/2023,M12,58,400,Поступление
239,9/1/2023,M12,59,400,Поступление
240,9/1/2023,M12,60,400,Поступление
241,9/1/2023,M13,1,300,Поступление
242,9/1/2023,M13,2,300,Поступление
243,9/1/2023,M13,3,300,Поступление
244,9/1/2023,M13,4,300,Поступление
245,9/1/2023,M13,5,300,Поступление
246,9/1/2023,M13,6,300,Поступление
247,9/1/2023,M13,7,300,Поступление
248,9/1/2023,M13,8,300,Поступление
249,9/1/2023,M13,9,300,Поступление
250,9/1/2023,M13,10,300,Поступление
251,9/1/2023,M13,11,300,Поступление
252,9/1/2023,M13,12,300,Поступление
253,9/1/2023,M13,13,300,Поступление
254,9/1/2023,M13,14,300,Поступление
255,9/1/2023,M13,15,300,Поступление
256,9/1/2023,M13,16,300,Поступление
257,9/1/2023,M13,17,300,Поступление
258,9/1/2023,M13,18,300,Поступление
259,9/1/2023,M13,19,300,Поступление
260,9/1/2023,M13,20,300,Поступление
261,9/1/2023,M13,21,300,Поступление
262,9/1/2023,M13,22,300,Поступление
263,9/1/2023,M13,23,300,Поступление
264,9/1/2023,M13,24,300,Поступление
265,9/1/2023,M13,25,300,Поступление
266,9/1/2023,M13,26,300,Поступление
267,9/1/2023,M13,27,300,Поступление
268,9/1/2023,M13,28,300,Поступление
269,9/1/2023,M13,29,300,Поступление
270,9/1/2023,M13,30,300,Поступление
271,9/1/2023,M13,31,300,Поступление
272,9/1/2023,M13,32,300,Поступление
273,9/1/2023,M13,33,300,Поступление
274,9/1/2023,M13,34,300,Поступление
275,9/1/2023,M13,35,300,Поступление
276,9/1/2023,M13,36,300,Поступление
277,9/1/2023,M13,37,400,Поступление
278,9/1/2023,M13,38,400,Поступление
279,9/1/2023,M13,39,400,Поступление
280,9/1/2023,M13,40,400,Поступление
281,9/1/2023,M13,41,400,Поступление
282,9/1/2023,M13,42,400,Поступление
283,9/1/2023,M13,43,400,Поступление
284,9/1/2023,M13,44,400,Поступление
285,9/1/2023,M13,45,400,Поступление
286,9/1/2023,M13,46,400,Поступление
287,9/1/2023,M13,47,400,Поступление
288,9/1/2023,M13,48,400,Поступление
289,9/1/2023,M13,49,400,Поступление
290,9/1/2023,M13,50,400,Поступление
291,9/1/2023,M13,51,400,Поступление
292,9/1/2023,M13,52,400,Поступление
293,9/1/2023,M13,53,400,Поступление
294,9/1/2023,M13,54,400,Поступление
295,9/1/2023,M13,55,400,Поступление
296,9/1/2023,M13,56,400,Поступление
297,9/1/2023,M13,57,400,Поступление
298,9/1/2023,M13,58,400,Поступление
299,9/1/2023,M13,59,400,Поступление
300,9/1/2023,M13,60,400,Поступление
301,9/1/2023,M14,1,100,Поступление
302,9/1/2023,M14,2,100,Поступление
303,9/1/2023,M14,3,100,Поступление
304,9/1/2023,M14,4,100,Поступление
305,9/1/2023,M14,5,100,Поступление
306,9/1/2023,M14,6,100,Поступление
307,9/1/2023,M14,7,100,Поступление
308,9/1/2023,M14,8,100,Поступление
309,9/1/2023,M14,9,100,Поступление
310,9/1/2023,M14,10,100,Поступление
311,9/1/2023,M14,11,100,Поступление
312,9/1/2023,M14,12,100,Поступление
313,9/1/2023,M14,13,100,Поступление
314,9/1/2023,M14,14,100,Поступление
315,9/1/2023,M14,15,100,Поступление
316,9/1/2023,M14,16,100,Поступление
317,9/1/2023,M14,17,100,Поступление
318,9/1/2023,M14,18,100,Поступление
319,9/1/2023,M14,19,100,Поступление
320,9/1/2023,M14,20,100,Поступление
321,9/1/2023,M14,21,100,Поступление
322,9/1/2023,M14,22,100,Поступление
323,9/1/2023,M14,23,100,Поступление
324,9/1/2023,M14,24,100,Поступление
325,9/1/2023,M14,25,100,Поступление
326,9/1/2023,M14,26,100,Поступление
327,9/1/2023,M14,27,100,Поступление
328,9/1/2023,M14,28,100,Поступление
329,9/1/2023,M14,29,100,Поступление
330,9/1/2023,M14,30,100,Поступление
331,9/1/2023,M14,31,100,Поступление
332,9/1/2023,M14,32,100,Поступление
333,9/1/2023,M14,33,100,Поступление
334,9/1/2023,M14,34,100,Поступление
335,9/1/2023,M14,35,100,Поступление
336,9/1/2023,M14,36,100,Поступление
337,9/1/2023,M14,37,200,Поступление
338,9/1/2023,M14,38,200,Поступление
339,9/1/2023,M14,39,200,Поступление
340,9/1/2023,M14,40,200,Поступление
341,9/1/2023,M14,41,200,Поступление
342,9/1/2023,M14,42,200,Поступление
343,9/1/2023,M14,43,200,Поступление
344,9/1/2023,M14,44,200,Поступление
345,9/1/2023,M14,45,200,Поступление
346,9/1/2023,M14,46,200,Поступление
347,9/1/2023,M14,47,200,Поступление
348,9/1/2023,M14,48,200,Поступление
349,9/1/2023,M14,49,200,Поступление
350,9/1/2023,M14,50,200,Поступление
351,9/1/2023,M14,51,200,Поступление
352,9/1/2023,M14,52,200,Поступление
353,9/1/2023,M14,53,200,Поступление
354,9/1/2023,M14,54,200,Поступление
355,9/1/2023,M14,55,200,Поступление
356,9/1/2023,M14,56,200,Поступление
357,9/1/2023,M14,57,200,Поступление
358,9/1/2023,M14,58,200,Поступление
359,9/1/2023,M14,59,200,Поступление
360,9/1/2023,M14,60,200,Поступление
361,9/1/2023,M15,1,200,Поступление
362,9/1/2023,M15,2,200,Поступление
363,9/1/2023,M15,3,200,Поступление
364,9/1/2023,M15,4,200,Поступление
365,9/1/2023,M15,5,200,Поступление
366,9/1/2023,M15,6,200,Поступление
367,9/1/2023,M15,7,200,Поступление
368,9/1/2023,M15,8,200,Поступление
369,9/1/2023,M15,9,200,Поступление
370,9/1/2023,M15,10,200,Поступление
371,9/1/2023,M15,11,200,Поступление
372,9/1/2023,M15,12,200,Поступление
373,9/1/2023,M15,13,200,Поступление
374,9/1/2023,M15,14,200,Поступление
375,9/1/2023,M15,15,200,Поступление
376,9/1/2023,M15,16,200,Поступление
377,9/1/2023,M15,17,200,Поступление
378,9/1/2023,M15,18,200,Поступление
379,9/1/2023,M15,19,200,Поступление
380,9/1/2023,M15,20,200,Поступление
381,9/1/2023,M15,21,200,Поступление
382,9/1/2023,M15,22,200,Поступление
383,9/1/2023,M15,23,200,Поступление
384,9/1/2023,M15,24,200,Поступление
385,9/1/2023,M15,25,200,Поступление
386,9/1/2023,M15,26,200,Поступление
387,9/1/2023,M15,27,200,Поступление
388,9/1/2023,M15,28,200,Поступление
389,9/1/2023,M15,29,200,Поступление
390,9/1/2023,M15,30,200,Поступление
391,9/1/2023,M15,31,200,Поступление
392,9/1/2023,M15,32,200,Поступление
393,9/1/2023,M15,33,200,Поступление
394,9/1/2023,M15,34,200,Поступление
395,9/1/2023,M15,35,200,Поступление
396,9/1/2023,M15,36,200,Поступление
397,9/1/2023,M15,37,300,Поступление
398,9/1/2023,M15,38,300,Поступление
399,9/1/2023,M15,39,300,Поступление
400,9/1/2023,M15,40,300,Поступление
401,9/1/2023,M15,41,300,Поступление
402,9/1/2023,M15,42,300,Поступление
403,9/1/2023,M15,43,300,Поступление
404,9/1/2023,M15,44,300,Поступление
405,9/1/2023,M15,45,300,Поступление
406,9/1/2023,M15,46,300,Поступление
407,9/1/2023,M15,47,300,Поступление
408,9/1/2023,M15,48,300,Поступление
409,9/1/2023,M15,49,300,Поступление
410,9/1/2023,M15,50,300,Поступление
411,9/1/2023,M15,51,300,Поступление
412,9/1/2023,M15,52,300,Поступление
413,9/1/2023,M15,53,300,Поступление
414,9/1/2023,M15,54,300,Поступление
415,9/1/2023,M15,55,300,Поступление
416,9/1/2023,M15,56,300,Поступление
417,9/1/2023,M15,57,300,Поступление
418,9/1/2023,M15,58,300,Поступление
419,9/1/2023,M15,59,300,Поступление
420,9/1/2023,M15,60,300,Поступление
421,9/1/2023,M16,1,300,Поступление
422,9/1/2023,M16,2,300,Поступление
423,9/1/2023,M16,3,300,Поступление
424,9/1/2023,M16,4,300,Поступление
425,9/1/2023,M16,5,300,Поступление
426,9/1/2023,M16,6,300,Поступление
427,9/1/2023,M16,7,300,Поступление
428,9/1/2023,M16,8,300,Поступление
429,9/1/2023,M16,9,300,Поступление
430,9/1/2023,M16,10,300,Поступление
431,9/1/2023,M16,11,300,Поступление
432,9/1/2023,M16,12,300,Поступление
433,9/1/2023,M16,13,300,Поступление
434,9/1/2023,M16,14,300,Поступление
435,9/1/2023,M16,15,300,Поступление
436,9/1/2023,M16,16,300,Поступление
437,9/1/2023,M16,17,300,Поступление
438,9/1/2023,M16,18,300,Поступление
439,9/1/2023,M16,19,300,Поступление
440,9/1/2023,M16,20,300,Поступление
441,9/1/2023,M16,21,300,Поступление
442,9/1/2023,M16,22,300,Поступление
443,9/1/2023,M16,23,300,Поступление
444,9/1/2023,M16,24,300,Поступление
445,9/1/2023,M16,25,300,Поступление
446,9/1/2023,M16,26,300,Поступление
447,9/1/2023,M16,27,300,Поступление
448,9/1/2023,M16,28,300,Поступление
449,9/1/2023,M16,29,300,Поступление
450,9/1/2023,M16,30,300,Поступление
451,9/1/2023,M16,31,300,Поступление
452,9/1/2023,M16,32,300,Поступление
453,9/1/2023,M16,33,300,Поступление
454,9/1/2023,M16,34,300,Поступление
455,9/1/2023,M16,35,300,Поступление
456,9/1/2023,M16,36,300,Поступление
457,9/1/2023,M16,37,400,Поступление
458,9/1/2023,M16,38,400,Поступление
459,9/1/2023,M16,39,400,Поступление
460,9/1/2023,M16,40,400,Поступление
461,9/1/2023,M16,41,400,Поступление
462,9/1/2023,M16,42,400,Поступление
463,9/1/2023,M16,43,400,Поступление
464,9/1/2023,M16,44,400,Поступление
465,9/1/2023,M16,45,400,Поступление
466,9/1/2023,M16,46,400,Поступление
467,9/1/2023,M16,47,400,Поступление
468,9/1/2023,M16,48,400,Поступление
469,9/1/2023,M16,49,400,Поступление
470,9/1/2023,M16,50,400,Поступление
471,9/1/2023,M16,51,400,Поступление
472,9/1/2023,M16,52,400,Поступление
473,9/1/2023,M16,53,400,Поступление
474,9/1/2023,M16,54,400,Поступление
475,9/1/2023,M16,55,400,Поступление
476,9/1/2023,M16,56,400,Поступление
477,9/1/2023,M16,57,400,Поступление
478,9/1/2023,M16,58,400,Поступление
479,9/1/2023,M16,59,400,Поступление
480,9/1/2023,M16,60,400,Поступление
481,9/1/2023,M17,1,100,Поступление
482,9/1/2023,M17,2,100,Поступление
483,9/1/2023,M17,3,100,Поступление
484,9/1/2023,M17,4,100,Поступление
485,9/1/2023,M17,5,100,Поступление
486,9/1/2023,M17,6,100,Поступление
487,9/1/2023,M17,7,100,Поступление
488,9/1/2023,M17,8,100,Поступление
489,9/1/2023,M17,9,100,Поступление
490,9/1/2023,M17,10,100,Поступление
491,9/1/2023,M17,11,100,Поступление
492,9/1/2023,M17,12,100,Поступление
493,9/1/2023,M17,13,100,Поступление
494,9/1/2023,M17,14,100,Поступление
495,9/1/2023,M17,15,100,Поступление
496,9/1/2023,M17,16,100,Поступление
497,9/1/2023,M17,17,100,Поступление
498,9/1/2023,M17,18,100,Поступление
499,9/1/2023,M17,19,100,Поступление
500,9/1/2023,M17,20,100,Поступление
501,9/1/2023,M17,21,100,Поступление
502,9/1/2023,M17,22,100,Поступление
503,9/1/2023,M17,23,100,Поступление
504,9/1/2023,M17,24,100,Поступление
505,9/1/2023,M17,25,100,Поступление
506,9/1/2023,M17,26,100,Поступление
507,9/1/2023,M17,27,100,Поступление
508,9/1/2023,M17,28,100,Поступление
509,9/1/2023,M17,29,100,Поступление
510,9/1/2023,M17,30,100,Поступление
511,9/1/2023,M17,31,100,Поступление
512,9/1/2023,M17,32,100,Поступление
513,9/1/2023,M17,33,100,Поступление
514,9/1/2023,M17,34,100,Поступление
515,9/1/2023,M17,35,100,Поступление
516,9/1/2023,M17,36,100,Поступление
517,9/1/2023,M17,37,200,Поступление
518,9/1/2023,M17,38,200,Поступление
519,9/1/2023,M17,39,200,Поступление
520,9/1/2023,M17,40,200,Поступление
521,9/1/2023,M17,41,200,Поступление
522,9/1/2023,M17,42,200,Поступление
523,9/1/2023,M17,43,200,Поступление
524,9/1/2023,M17,44,200,Поступление
525,9/1/2023,M17,45,200,Поступление
526,9/1/2023,M17,46,200,Поступление
527,9/1/2023,M17,47,200,Поступление
528,9/1/2023,M17,48,200,Поступление
529,9/1/2023,M17,49,200,Поступление
530,9/1/2023,M17,50,200,Поступление
531,9/1/2023,M17,51,200,Поступление
532,9/1/2023,M17,52,200,Поступление
533,9/1/2023,M17,53,200,Поступление
534,9/1/2023,M17,54,200,Поступление
535,9/1/2023,M17,55,200,Поступление
536,9/1/2023,M17,56,200,Поступление
537,9/1/2023,M17,57,200,Поступление
538,9/1/2023,M17,58,200,Поступление
539,9/1/2023,M17,59,200,Поступление
540,9/1/2023,M17,60,200,Поступление
541,9/1/2023,M18,1,200,Поступление
542,9/1/2023,M18,2,200,Поступление
543,9/1/2023,M18,3,200,Поступление
544,9/1/2023,M18,4,200,Поступление
545,9/1/2023,M18,5,200,Поступление
546,9/1/2023,M18,6,200,Поступление
547,9/1/2023,M18,7,200,Поступление
548,9/1/2023,M18,8,200,Поступление
549,9/1/2023,M18,9,200,Поступление
550,9/1/2023,M18,10,200,Поступление
551,9/1/2023,M18,11,200,Поступление
552,9/1/2023,M18,12,200,Поступление
553,9/1/2023,M18,13,200,Поступление
554,9/1/2023,M18,14,200,Поступление
555,9/1/2023,M18,15,200,Поступление
556,9/1/2023,M18,16,200,Поступление
557,9/1/2023,M18,17,200,Поступление
558,9/1/2023,M18,18,200,Поступление
559,9/1/2023,M18,19,200,Поступление
560,9/1/2023,M18,20,200,Поступление
561,9/1/2023,M18,21,200,Поступление
562,9/1/2023,M18,22,200,Поступление
563,9/1/2023,M18,23,200,Поступление
564,9/1/2023,M18,24,200,Поступление
565,9/1/2023,M18,25,200,Поступление
566,9/1/2023,M18,26,200,Поступление
567,9/1/2023,M18,27,200,Поступление
568,9/1/2023,M18,28,200,Поступление
569,9/1/2023,M18,29,200,Поступление
570,9/1/2023,M18,30,200,Поступление
571,9/1/2023,M18,31,200,Поступление
572,9/1/2023,M18,32,200,Поступление
573,9/1/2023,M18,33,200,Поступление
574,9/1/2023,M18,34,200,Поступление
575,9/1/2023,M18,35,200,Поступление
576,9/1/2023,M18,36,200,Поступление
577,9/1/2023,M18,37,300,Поступление
578,9/1/2023,M18,38,300,Поступление
579,9/1/2023,M18,39,300,Поступление
580,9/1/2023,M18,40,300,Поступление
581,9/1/2023,M18,41,300,Поступление
582,9/1/2023,M18,42,300,Поступление
583,9/1/2023,M18,43,300,Поступление
584,9/1/2023,M18,44,300,Поступление
585,9/1/2023,M18,45,300,Поступление
586,9/1/2023,M18,46,300,Поступление
587,9/1/2023,M18,47,300,Поступление
588,9/1/2023,M18,48,300,Поступление
589,9/1/2023,M18,49,300,Поступление
590,9/1/2023,M18,50,300,Поступление
591,9/1/2023,M18,51,300,Поступление
592,9/1/2023,M18,52,300,Поступление
593,9/1/2023,M18,53,300,Поступление
594,9/1/2023,M18,54,300,Поступление
595,9/1/2023,M18,55,300,Поступление
596,9/1/2023,M18,56,300,Поступление
597,9/1/2023,M18,57,300,Поступление
598,9/1/2023,M18,58,300,Поступление
599,9/1/2023,M18,59,300,Поступление
600,9/1/2023,M18,60,300,Поступление
601,9/1/2023,M2,1,300,Поступление
602,9/1/2023,M2,2,300,Поступление
603,9/1/2023,M2,3,300,Поступление
604,9/1/2023,M2,4,300,Поступление
605,9/1/2023,M2,5,300,Поступление
606,9/1/2023,M2,6,300,Поступление
607,9/1/2023,M2,7,300,Поступление
608,9/1/2023,M2,8,300,Поступление
609,9/1/2023,M2,9,300,Поступление
610,9/1/2023,M2,10,300,Поступление
611,9/1/2023,M2,11,300,Поступление
612,9/1/2023,M2,12,300,Поступление
613,9/1/2023,M2,13,300,Поступление
614,9/1/2023,M2,14,300,Поступление
615,9/1/2023,M2,15,300,Поступление
616,9/1/2023,M2,16,300,Поступление
617,9/1/2023,M2,17,300,Поступление
618,9/1/2023,M2,18,300,Поступление
619,9/1/2023,M2,19,300,Поступление
620,9/1/2023,M2,20,300,Поступление
621,9/1/2023,M2,21,300,Поступление
622,9/1/2023,M2,22,300,Поступление
623,9/1/2023,M2,23,300,Поступление
624,9/1/2023,M2,24,300,Поступление
625,9/1/2023,M2,25,300,Поступление
626,9/1/2023,M2,26,300,Поступление
627,9/1/2023,M2,27,300,Поступление
628,9/1/2023,M2,28,300,Поступление
629,9/1/2023,M2,29,300,Поступление
630,9/1/2023,M2,30,300,Поступление
631,9/1/2023,M2,31,300,Поступление
632,9/1/2023,M2,32,300,Поступление
633,9/1/2023,M2,33,300,Поступление
634,9/1/2023,M2,34,300,Поступление
635,9/1/2023,M2,35,300,Поступление
636,9/1/2023,M2,36,300,Поступление
637,9/1/2023,M2,37,400,Поступление
638,9/1/2023,M2,38,400,Поступление
639,9/1/2023,M2,39,400,Поступление
640,9/1/2023,M2,40,400,Поступление
641,9/1/2023,M2,41,400,Поступление
642,9/1/2023,M2,42,400,Поступление
643,9/1/2023,M2,43,400,Поступление
644,9/1/2023,M2,44,400,Поступление
645,9/1/2023,M2,45,400,Поступление
646,9/1/2023,M2,46,400,Поступление
647,9/1/2023,M2,47,400,Поступление
648,9/1/2023,M2,48,400,Поступление
649,9/1/2023,M2,49,400,Поступление
650,9/1/2023,M2,50,400,Поступление
651,9/1/2023,M2,51,400,Поступление
652,9/1/2023,M2,52,400,Поступление
653,9/1/2023,M2,53,400,Поступление
654,9/1/2023,M2,54,400,Поступление
655,9/1/2023,M2,55,400,Поступление
656,9/1/2023,M2,56,400,Поступление
657,9/1/2023,M2,57,400,Поступление
658,9/1/2023,M2,58,400,Поступление
659,9/1/2023,M2,59,400,Поступление
660,9/1/2023,M2,60,400,Поступление
661,9/1/2023,M3,1,100,Поступление
662,9/1/2023,M3,2,100,Поступление
663,9/1/2023,M3,3,100,Поступление
